POPDB_ID,Status,POP Name,Address,Last Visit,Longitude,Latitude,POP Code,Contacts,Country,Channel,Retail Environment (PS),Sales Group Name,Customer,Sales Group Code,Customer Grade,External Store Code,Comments,Territory/Region
85656AFDEE679FFBEE23BD5CB0EDCC34,1,홈플러스준약국(JDT) 65988,충청북도,2022-06-29,0,0,PHAR1062,,Korea,OTC,Pharmacy,OTC약국,비소아과,K56,2,65988,상업적,
355D164201821CA2848B4D47AEEDF91C,1,모래내시장온누리약국(JDT) 65990,인천시,2022-07-21,0,0,PHAR1063,,Korea,OTC,Pharmacy,처방약국,소아과,K56,2,65990,상업적,
B08ABF6C6FC8E3BBD25ED1B74091AE53,1,비타민약국(JDT)-부천 65993,경기도,2022-07-13,0,0,PHAR1064,,Korea,OTC,Pharmacy,OTC약국,비소아과,K56,2,65993,상업적,
6937F67B835176BAA70900CE2A9ECEC3,1,새푸른약국(JDT) 66000,서울시,2022-07-25,0,0,PHAR1065,,Korea,OTC,Pharmacy,OTC약국,비소아과,K56,2,66000,복합적,
28487B093A329C0E3983BDE3844AB60C,1,이마트약국(JDT) 66010,전라남도,2022-02-08,0,0,PHAR1066,,Korea,OTC,Pharmacy,OTC약국,비소아과,K56,2,66010,상업적,
11EE97BDFAF05AAB0EAB69D97E7B4F5D,1,해태보라매약국(JDT) 66011,서울시,2022-05-27,0,0,PHAR1067,,Korea,OTC,Pharmacy,처방약국,비소아과,K56,2,66011,복합적,
2385D77E9C108217F5071E6A677DB1C2,1,여천좌수영약국(JDT) 66012,전라남도,2021-11-22,0,0,PHAR1068,,Korea,OTC,Pharmacy,처방약국,비소아과,K56,2,66012,복합적,
6A58E1D18A9A6B0D15D57CE137BB363B,1,프라자약국(JDT)-순천 66014,전라남도,2022-05-03,0,0,PHAR1069,,Korea,OTC,Pharmacy,처방약국,비소아과,K56,2,66014,복합적,
715A4E1FE446E2DAD89C9B727C6A1EA1,1,은성약국(JDT) 66021,서울시,2022-05-19,0,0,PHAR1070,,Korea,OTC,Pharmacy,OTC약국,비소아과,K56,2,66021,상업적,
A84D1151B3DE642A8B8ED8B412060AE6,1,건강온누리약국(JDT)-남양주 66022,경기도,2022-07-26,0,0,PHAR1071,,Korea,OTC,Pharmacy,OTC약국,비소아과,K56,2,66022,상업적,
68DD3CEFC448EABB6767A32749C80FB9,1,SK온누리약국(JDT) 66024,서울시,2022-06-07,0,0,PHAR1072,,Korea,OTC,Pharmacy,처방약국,비소아과,K56,2,66024,상업적,
18A00BBE16B24A9D043AB00CD54A38AA,1,원당프라자약국(JDT) 66027,서울시,2022-05-04,0,0,PHAR1073,,Korea,OTC,Pharmacy,처방약국,비소아과,K56,2,66027,상업적,
CCB065919B88440D05FACF4A2479A2B8,1,송도중앙약국(JDT) 66031,인천시,2022-07-22,0,0,PHAR1074,,Korea,OTC,Pharmacy,OTC약국,비소아과,K56,2,66031,학술적,
64E34C50EEF4F1C4226E3050B959ED4D,1,금새약국(JDT) 66032,부산시,2022-07-26,0,0,PHAR1075,,Korea,OTC,Pharmacy,처방약국,비소아과,K56,2,66032,복합적,
07921C1BD893923ED8627B93F2F1FE1A,1,큰사랑약국(JDT)-부산 66035,부산시,2022-06-23,0,0,PHAR1076,,Korea,OTC,Pharmacy,OTC약국,비소아과,K56,2,66035,학술적,
88B13FC6349E2632DD79991080FA8C8E,1,조아약국(JDT)-응암 66041,서울시,2022-07-25,0,0,PHAR1077,,Korea,OTC,Pharmacy,OTC약국,비소아과,K56,2,66041,상업적,
E8739AB1BEF3DEF33FC0EE60442D9AAA,1,반월당경북약국(JDT) 66042,대구시,2022-07-26,0,0,PHAR1078,,Korea,OTC,Pharmacy,OTC약국,비소아과,K56,2,66042,상업적,
DAFC0380C442FD799BEA29466DF0D2BA,1,햇빛약국(JDT) 66043,경기도,2022-05-31,0,0,PHAR1079,,Korea,OTC,Pharmacy,처방약국,비소아과,K56,2,66043,복합적,
B0FFBCD30DE0FB43FBEA41287370837D,1,마음약국(JDT) 66045,충청남도,2021-01-27,0,0,PHAR1080,,Korea,OTC,Pharmacy,OTC약국,비소아과,K56,2,66045,상업적,
08B3F996A83D7306CA14DD3D33AF0882,1,메디팜미래로약국(JDT) 66048,서울시,2022-07-18,0,0,PHAR1081,,Korea,OTC,Pharmacy,OTC약국,비소아과,K56,2,66048,상업적,
989A4C949E82959E850C2FBF79674702,1,서초제일약국(JDT) 66051,서울시,2022-07-15,0,0,PHAR1082,,Korea,OTC,Pharmacy,처방약국,비소아과,K56,2,66051,상업적,
13B57E9E44B0287F77B2E2A729FA52A7,1,이천메디칼약국(JDT) 66052,대구시,2022-07-21,0,0,PHAR1083,,Korea,OTC,Pharmacy,OTC약국,비소아과,K56,2,66052,학술적,
1148AA61700404FEE1F5052DD4568019,1,세계로약국(JDT)-안성 66054,경기도,2022-07-04,0,0,PHAR1084,,Korea,OTC,Pharmacy,OTC약국,비소아과,K56,2,66054,복합적,
DBD3F16BBB71DB91A49B6DE3721C34C6,1,당산수약국(JDT) 66058,서울시,2021-08-27,0,0,PHAR1085,,Korea,OTC,Pharmacy,OTC약국,비소아과,K56,2,66058,상업적,
6930E6A1219255F1D7EC17E472F263B3,1,외대조은약국(JDT) 66062,서울시,2022-07-26,0,0,PHAR1086,,Korea,OTC,Pharmacy,OTC약국,비소아과,K56,2,66062,상업적,
9296EFC0991D35DBD17799557CF99A6F,1,믿음약국(JDT) 66069,서울시,2022-07-20,0,0,PHAR1087,,Korea,OTC,Pharmacy,OTC약국,비소아과,K56,2,66069,복합적,
5CD2B40EDAF7FEBEC08344064A73C4AC,1,백세약국(JDT) 66070,서울시,2022-07-15,0,0,PHAR1088,,Korea,OTC,Pharmacy,처방약국,비소아과,K56,2,66070,상업적,
5587EF3FEBE60361331D0539FF15ABE1,1,홍대365약국(JDT) 66072,서울시,2022-07-22,0,0,PHAR1089,,Korea,OTC,Pharmacy,OTC약국,비소아과,K56,2,66072,복합적,
521C860A58734CE718684FB2AFE98E5D,1,대학약국(JDT)-용인 66074,경기도,2022-07-21,0,0,PHAR1090,,Korea,OTC,Pharmacy,처방약국,비소아과,K56,2,66074,복합적,
